player_name,feet,inches,weight(lbs.),college,high_school_name,high_school_state,draft_team,draft_info,birthday
Justin Blackmon,6,1,210,Oklahoma St.,Plainview,OK,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 1st round (5th overall) of the 2012 NFL Draft.,
Blake Bortles,6,5,236,Central Florida,Oviedo,FL,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 1st round (3rd overall) of the 2014 NFL Draft.,
Eric Parker,6,0,180,Tennessee,Joliet Twp.,IL,,,
Chester Taylor,5,11,208,Toledo,River Rouge,MI,Baltimore Ravens,Draft: Baltimore Ravens in the 6th round (207th overall) of the 2002 NFL Draft.,
Isaac Redman,6,0,230,Bowie St.,Paulsboro,NJ,,"Twitter:
@ired33
",
Zach Wilson,6,2,214,BYU,Corner Canyon,UT,New York Jets,Draft: New York Jets in the 1st round (2nd overall) of the 2021 NFL Draft.,
Josh Adams,6,2,225,Notre Dame,Central Bucks South,PA,,,
LaDainian Tomlinson,5,10,215,TCU,University,TX,San Diego Chargers,Draft: San Diego Chargers in the 1st round (5th overall) of the 2001 NFL Draft.,
Brandon Myers,6,4,250,Iowa,Monroe,IA,Oakland Raiders,Draft: Oakland Raiders in the 6th round (202nd overall) of the 2009 NFL Draft.,
Cleo Lemon,6,3,218,Arkansas St.,Greenwood,MS,,,
Dominic Rhodes,5,9,205,Midwestern St.,Cooper,TX,,Pronunciation: \dahm-ihn-EEK\,
Sammie Stroughter,5,9,182,Oregon St.,Granite Bay,CA,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 7th round (233rd overall) of the 2009 NFL Draft.,
D'Onta Foreman,6,0,235,Texas,Texas City,TX,Houston Texans,Draft: Houston Texans in the 3rd round (89th overall) of the 2017 NFL Draft.,
Bryan Edwards,6,3,212,South Carolina,Conway,SC,Las Vegas Raiders,Draft: Las Vegas Raiders in the 3rd round (81st overall) of the 2020 NFL Draft.,
Javorius Allen,6,0,218,USC,Lincoln,FL,Baltimore Ravens,Draft: Baltimore Ravens in the 4th round (125th overall) of the 2015 NFL Draft.,
Ezekiel Elliott,6,0,225,Ohio St.,John Burroughs,MO,Dallas Cowboys,Draft: Dallas Cowboys in the 1st round (4th overall) of the 2016 NFL Draft.,
Keyshawn Johnson,6,4,211,West Los Angeles College,Susan Miller Dorsey,CA,New York Jets,Draft: New York Jets in the 1st round (1st overall) of the 1996 NFL Draft.,
Curtis Enis,6,0,242,Penn St.,Mississinawa Valley,OH,Chicago Bears,Draft: Chicago Bears in the 1st round (5th overall) of the 1998 NFL Draft.,
Dare Ogunbowale,5,11,205,Wisconsin,Marquette,WI,,Pronunciation: \DAIR-ay oh-GOON-boh-WALL-eye\,
Brandon Lloyd,6,0,200,Illinois,Blue Springs,MO,San Francisco 49ers,Draft: San Francisco 49ers in the 4th round (124th overall) of the 2003 NFL Draft.,
Freddie Jones,6,4,260,North Carolina,McKinley,DC,San Diego Chargers,Draft: San Diego Chargers in the 2nd round (45th overall) of the 1997 NFL Draft.,
Kalif Raymond,5,8,180,Holy Cross,Greater Atlanta Christian,GA,,,
Brian Hartline,6,2,180,Ohio St.,Glen Oak,OH,Miami Dolphins,Draft: Miami Dolphins in the 4th round (108th overall) of the 2009 NFL Draft.,
Julius Jones,5,10,208,Notre Dame,Powell Valley,VA,Dallas Cowboys,Draft: Dallas Cowboys in the 2nd round (43rd overall) of the 2004 NFL Draft.,
Braxton Berrios,5,9,185,Miami (FL),Leesville Road,NC,New England Patriots,Draft: New England Patriots in the 6th round (210th overall) of the 2018 NFL Draft.,
Carson Wentz,6,5,237,North Dakota St.,Bismarck Century,ND,Philadelphia Eagles,Draft: Philadelphia Eagles in the 1st round (2nd overall) of the 2016 NFL Draft.,
Chris Carson,5,11,222,Butler (KS),Parkview,GA,Seattle Seahawks,Draft: Seattle Seahawks in the 7th round (249th overall) of the 2017 NFL Draft.,
Freddie Mitchell,5,11,184,UCLA,Kathleen,FL,Philadelphia Eagles,Draft: Philadelphia Eagles in the 1st round (25th overall) of the 2001 NFL Draft.,
Kaden Smith,6,5,249,Stanford,Marcus,TX,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (176th overall) of the 2019 NFL Draft.,
Greg Jones,,,,,,,,,
Rodney Peete,6,0,230,USC,Sahuaro,AZ,Detroit Lions,Draft: Detroit Lions in the 6th round (141st overall) of the 1989 NFL Draft.,
Nick Goings,6,0,225,Ohio St.,Dublin Scioto,OH,,,
Damien Harris,5,11,213,Alabama,Madison Southern,KY,New England Patriots,Draft: New England Patriots in the 3rd round (87th overall) of the 2019 NFL Draft.,
Cole Kmet,6,6,260,Notre Dame,St. Viator,IL,Chicago Bears,Draft: Chicago Bears in the 2nd round (43rd overall) of the 2020 NFL Draft.,
Correll Buckhalter,6,0,223,Nebraska,Collins,MS,Philadelphia Eagles,Draft: Philadelphia Eagles in the 4th round (121st overall) of the 2001 NFL Draft.,
Kurt Warner,6,2,214,Northern Iowa,Regis,IA,,"Hall of Fame: Inducted as 
		Player in 2017
(FullÂ List)",
Stephen Davis,6,0,230,Auburn,Spartanburg,SC,Washington Redskins,Draft: Washington Redskins in the 4th round (102nd overall) of the 1996 NFL Draft.,
Mark Sanchez,6,2,232,USC,Mission Viejo,CA,New York Jets,Draft: New York Jets in the 1st round (5th overall) of the 2009 NFL Draft.,
Mike Bell,6,0,225,Arizona,Tolleson Union,AZ,NA,,4/23/1983
DeSean Jackson,5,10,175,California,Long Beach Polytechnic,CA,Philadelphia Eagles,Draft: Philadelphia Eagles in the 2nd round (49th overall) of the 2008 NFL Draft.,
DeAndre Washington,5,8,210,Texas Tech,Thurgood Marshall,TX,Oakland Raiders,Draft: Oakland Raiders in the 5th round (143rd overall) of the 2016 NFL Draft.,
Travis Prentice,5,11,221,Miami (OH),DuPont Manual,KY,Cleveland Browns,Draft: Cleveland Browns in the 3rd round (63rd overall) of the 2000 NFL Draft.,
D'Wayne Bates,6,2,212,Northwestern,Silver Bluff,SC,Chicago Bears,Draft: Chicago Bears in the 3rd round (71st overall) of the 1999 NFL Draft.,
Terrance West,5,10,225,Towson,Northwestern,MD,Cleveland Browns,Draft: Cleveland Browns in the 3rd round (94th overall) of the 2014 NFL Draft.,
Mike Vick,6,0,210,Virginia Tech,Warwick,VA,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (1st overall) of the 2001 NFL Draft.,
Scott Chandler,6,7,270,Iowa,Southlake Carroll,TX,San Diego Chargers,Draft: San Diego Chargers in the 4th round (129th overall) of the 2007 NFL Draft.,
Jordan Todman,5,10,200,Connecticut,Dartmouth,MA,San Diego Chargers,Draft: San Diego Chargers in the 6th round (183rd overall) of the 2011 NFL Draft.,
Tony Banks,6,4,230,Michigan St.,Herbert Hoover,CA,St. Louis Rams,Draft: St. Louis Rams in the 2nd round (42nd overall) of the 1996 NFL Draft.,
Deonte Harty,5,6,170,Assumption,Archbishop Curley,MD,,Note: known as Deonte Harris until 2022,
Charles Johnson,,,,,,,,,
Jacoby Jones,6,3,192,Lane,Marion Abramson,LA,Houston Texans,Draft: Houston Texans in the 3rd round (73rd overall) of the 2007 NFL Draft.,
Khalil Herbert,5,9,212,Kansas,American Heritage-Plantation,FL,Chicago Bears,Draft: Chicago Bears in the 6th round (217th overall) of the 2021 NFL Draft.,
Kareem Hunt,5,11,216,Toledo,South,OH,Kansas City Chiefs,Draft: Kansas City Chiefs in the 3rd round (86th overall) of the 2017 NFL Draft.,
Jake Browning,6,2,209,Washington,Folsom,CA,,,
Devin Singletary,5,7,203,Florida Atlantic,American Heritageâ€”Boca Delray,FL,Buffalo Bills,Draft: Buffalo Bills in the 3rd round (74th overall) of the 2019 NFL Draft.,
Alfred Morris,5,10,222,Florida Atlantic,Pine Forest,FL,Washington Redskins,Draft: Washington Redskins in the 6th round (173rd overall) of the 2012 NFL Draft.,
Brandon Jackson,5,11,210,Nebraska,Horn Lake,MS,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (63rd overall) of the 2007 NFL Draft.,
Jamaal Charles,,,,,,,,,
Rashard Higgins,6,1,198,Colorado St.,Mesquite,TX,Cleveland Browns,Draft: Cleveland Browns in the 5th round (172nd overall) of the 2016 NFL Draft.,
Tai Streets,6,3,207,Michigan,Thornton Twp.,IL,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (171st overall) of the 1999 NFL Draft.,
Steve Slaton,5,10,195,West Virginia,Conwell Egan Catholic,PA,Houston Texans,Draft: Houston Texans in the 3rd round (89th overall) of the 2008 NFL Draft.,
Jason Campbell,6,5,235,Auburn,Taylorsville,MS,Washington Redskins,Draft: Washington Redskins in the 1st round (25th overall) of the 2005 NFL Draft.,12/31/1981
Dezmon Briscoe,6,3,200,Kansas,Cedar Hill,TX,Cincinnati Bengals,Draft: Cincinnati Bengals in the 6th round (191st overall) of the 2010 NFL Draft.,
Patrick Pass,5,10,217,Georgia,Tucker,GA,New England Patriots,Draft: New England Patriots in the 7th round (239th overall) of the 2000 NFL Draft.,
Stephen Alexander,,,,,,,,,
Vincent Jackson,,,,,,,,,
Fred Davis,,,,,,,,,
Austin Hooper,6,4,254,Stanford,De La Salle,CA,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (81st overall) of the 2016 NFL Draft.,
Drew Bledsoe,6,5,238,Washington St.,Walla Walla,WA,New England Patriots,Draft: New England Patriots in the 1st round (1st overall) of the 1993 NFL Draft.,
Alge Crumpler,6,2,275,North Carolina,New Hanover,NC,Atlanta Falcons,Draft: Atlanta Falcons in the 2nd round (35th overall) of the 2001 NFL Draft.,
Justice Hill,5,10,197,Oklahoma St.,Booker T. Washington,OK,Baltimore Ravens,Draft: Baltimore Ravens in the 4th round (113th overall) of the 2019 NFL Draft.,
Rhamondre Stevenson,6,0,227,Cerritos (CA),Centennial,NV,New England Patriots,Draft: New England Patriots in the 4th round (120th overall) of the 2021 NFL Draft.,
Jacoby Brissett,6,4,235,Florida,Dwyer,FL,New England Patriots,Draft: New England Patriots in the 3rd round (91st overall) of the 2016 NFL Draft.,
Devin Duvernay,5,11,202,Texas,Sachse,TX,Baltimore Ravens,Draft: Baltimore Ravens in the 3rd round (92nd overall) of the 2020 NFL Draft.,
Preston Parker,6,0,200,Florida St.,Atlantic Community,FL,NA,"Twitter:
@PrestonParker87
",2/13/1987
Luke Musgrave,6,6,253,Oregon St.,Bend,OR,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (42nd overall) of the 2023 NFL Draft.,
Josh Reynolds,6,3,194,Texas A&M,John Jay,TX,Los Angeles Rams,Draft: Los Angeles Rams in the 4th round (117th overall) of the 2017 NFL Draft.,
Devin Funchess,6,4,225,Michigan,Harrison,MI,Carolina Panthers,Draft: Carolina Panthers in the 2nd round (41st overall) of the 2015 NFL Draft.,
Riley Cooper,6,3,214,Florida,Clearwater Central Catholic,FL,Philadelphia Eagles,Draft: Philadelphia Eagles in the 5th round (159th overall) of the 2010 NFL Draft.,
Richard Huntley,5,11,224,Winston-Salem St.,Monroe,NC,Atlanta Falcons,Draft: Atlanta Falcons in the 4th round (117th overall) of the 1996 NFL Draft.,
Darnay Scott,6,1,200,San Diego St.,Kearny,CA,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (30th overall) of the 1994 NFL Draft.,
Jahmyr Gibbs,5,9,200,Georgia Tech,Dalton,GA,Detroit Lions,Draft: Detroit Lions in the 1st round (12th overall) of the 2023 NFL Draft.,
Leroy Hoard,5,11,225,Michigan,St. Augustine,LA,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (45th overall) of the 1990 NFL Draft.,
Quincy Enunwa,6,2,225,Nebraska,Rancho Verde,CA,New York Jets,Draft: New York Jets in the 6th round (209th overall) of the 2014 NFL Draft.,
Zach Charbonnet,6,1,214,Michigan,Oaks Christian,CA,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (52nd overall) of the 2023 NFL Draft.,
Santana Moss,5,10,193,Miami (FL),Carol City,FL,New York Jets,Draft: New York Jets in the 1st round (16th overall) of the 2001 NFL Draft.,
Clinton Portis,5,11,218,Miami (FL),Gainesville,FL,Denver Broncos,Draft: Denver Broncos in the 2nd round (51st overall) of the 2002 NFL Draft.,
Deonte Thompson,6,0,204,Florida,Glades Central,FL,,Pronunciation: \dee-ON-tay\,
Jackie Battle,6,2,238,Houston,Humble,TX,,,
Luther Broughton,6,2,248,Furman,Cainhoy,SC,Philadelphia Eagles,Draft: Philadelphia Eagles in the 5th round (155th overall) of the 1997 NFL Draft.,
Irving Fryar,6,0,200,Nebraska,Rancocas Valley Regional,NJ,New England Patriots,Draft: New England Patriots in the 1st round (1st overall) of the 1984 NFL Draft.,
Lamar Smith,,,,,,,,,
Robert Griffin,,,,,,,,,
Johnnie Morton,6,0,190,USC,South,CA,Detroit Lions,Draft: Detroit Lions in the 1st round (21st overall) of the 1994 NFL Draft.,
Christian McCaffrey,5,11,205,Stanford,Valor Christian,CO,Carolina Panthers,Draft: Carolina Panthers in the 1st round (8th overall) of the 2017 NFL Draft.,
Maurice Morris,5,11,216,Oregon,Chester,SC,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (54th overall) of the 2002 NFL Draft.,
Christine Michael,5,10,220,Texas A&M,West Brook,TX,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (62nd overall) of the 2013 NFL Draft.,
Mark Bradley,6,1,201,Oklahoma,Pine Bluff,AR,Chicago Bears,Draft: Chicago Bears in the 2nd round (39th overall) of the 2005 NFL Draft.,
Sam Howell,6,1,220,North Carolina,Sun Valley,NC,Washington Commanders,Draft: Washington Commanders in the 5th round (144th overall) of the 2022 NFL Draft.,
Karlos Williams,6,1,225,Florida St.,Ridge Community,FL,Buffalo Bills,Draft: Buffalo Bills in the 5th round (155th overall) of the 2015 NFL Draft.,
Taylor Gabriel,5,7,168,Abilene Christian,Horn,TX,,,
Drew Brees,6,0,209,Purdue,Westlake,TX,San Diego Chargers,Draft: San Diego Chargers in the 2nd round (32nd overall) of the 2001 NFL Draft.,
Roger Lewis,,,,,,,,,
Dorial Green-Beckham,6,5,225,Oklahoma,Hillcrest,MO,Tennessee Titans,Draft: Tennessee Titans in the 2nd round (40th overall) of the 2015 NFL Draft.,
Curtis Conway,6,1,196,USC,Hawthorne,CA,Chicago Bears,Draft: Chicago Bears in the 1st round (7th overall) of the 1993 NFL Draft.,
Kenny Golladay,6,4,213,Northern Illinois,St. Rita of Cascia,IL,Detroit Lions,Draft: Detroit Lions in the 3rd round (96th overall) of the 2017 NFL Draft.,
Johnnie Lee Higgins,6,0,185,Texas-El Paso,Sweeny,TX,Oakland Raiders,Draft: Oakland Raiders in the 3rd round (99th overall) of the 2007 NFL Draft.,
Amon-Ra St. Brown,6,0,202,USC,Mater Dei,CA,Detroit Lions,Draft: Detroit Lions in the 4th round (112th overall) of the 2021 NFL Draft.,
Johnny Manziel,6,0,207,Texas A&M,Tivy,TX,Cleveland Browns,Draft: Cleveland Browns in the 1st round (22nd overall) of the 2014 NFL Draft.,
Olabisi Johnson,6,0,203,Colorado St.,,,Minnesota Vikings,,
Jay Fiedler,6,2,225,Dartmouth,Oceanside,NY,,,
Percy Harvin,5,11,200,Florida,Landstown,VA,Minnesota Vikings,Draft: Minnesota Vikings in the 1st round (22nd overall) of the 2009 NFL Draft.,
Mario Manningham,6,0,185,Michigan,Warren G. Harding,OH,New York Giants,Draft: New York Giants in the 3rd round (95th overall) of the 2008 NFL Draft.,
Shawn Jefferson,5,11,185,Central Florida,William M. Raines,FL,Houston Oilers,Draft: Houston Oilers in the 9th round (240th overall) of the 1991 NFL Draft.,
Joique Bell,5,11,220,Wayne State (MI),Benton Harbor,MI,,Pronunciation: \JOIK\,
Sammy Watkins,6,1,211,Clemson,South Fort Myers,FL,Buffalo Bills,Draft: Buffalo Bills in the 1st round (4th overall) of the 2014 NFL Draft.,
Danny Woodhead,5,8,204,Chadron St.,North Platte,NE,,"Twitter:
@danny__woodhead
",
Mack Hollins,6,4,221,North Carolina,Wootton,MD,Philadelphia Eagles,Draft: Philadelphia Eagles in the 4th round (118th overall) of the 2017 NFL Draft.,
Randy Moss,6,4,210,Marshall,DuPont,WV,Minnesota Vikings,Draft: Minnesota Vikings in the 1st round (21st overall) of the 1998 NFL Draft.,
Bobby Shaw,6,1,185,California,Galileo,CA,Seattle Seahawks,Draft: Seattle Seahawks in the 6th round (169th overall) of the 1998 NFL Draft.,
David Givens,6,0,212,Notre Dame,Humble,TX,New England Patriots,Draft: New England Patriots in the 7th round (253rd overall) of the 2002 NFL Draft.,
C.J. Fiedorowicz,6,5,265,Iowa,Johnsburg,IL,Houston Texans,Draft: Houston Texans in the 3rd round (65th overall) of the 2014 NFL Draft.,
Rico Dowdle,6,0,215,South Carolina,A.C. Reynolds,NC,,Pronunciation: \DOW-duhl\,
Peyton Hillis,6,1,240,Arkansas,Conway,AR,Denver Broncos,Draft: Denver Broncos in the 7th round (227th overall) of the 2008 NFL Draft.,
Derrick Henry,6,3,247,Alabama,Yulee,FL,Tennessee Titans,Draft: Tennessee Titans in the 2nd round (45th overall) of the 2016 NFL Draft.,
Denard Robinson,5,11,199,Michigan,Deerfield Beach,FL,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 5th round (135th overall) of the 2013 NFL Draft.,
Shaun McDonald,5,10,183,Arizona St.,Shadow Mountain,AZ,St. Louis Rams,Draft: St. Louis Rams in the 4th round (106th overall) of the 2003 NFL Draft.,
Michael Jenkins,6,4,214,Ohio St.,Leto,FL,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (29th overall) of the 2004 NFL Draft.,6/18/1982
Tanner Hudson,6,5,239,Southern Arkansas,Camden Central,TN,,,
Michael Bennett,5,9,205,Wisconsin,Milwaukee Tech,WI,Minnesota Vikings,Draft: Minnesota Vikings in the 1st round (27th overall) of the 2001 NFL Draft.,8/13/1978
Devontae Booker,5,11,219,Utah,Grant Union,CA,Denver Broncos,Draft: Denver Broncos in the 4th round (136th overall) of the 2016 NFL Draft.,
Kent Graham,6,5,231,Notre Dame,Wheaton North,IL,New York Giants,Draft: New York Giants in the 8th round (211th overall) of the 1992 NFL Draft.,
Coby Fleener,6,6,251,Stanford,Joliet Catholic Academy,IL,Indianapolis Colts,Draft: Indianapolis Colts in the 2nd round (34th overall) of the 2012 NFL Draft.,
Donald Lee,,,,,,,,,
Marcus Mariota,6,4,222,Oregon,Saint Louis,HI,Tennessee Titans,Draft: Tennessee Titans in the 1st round (2nd overall) of the 2015 NFL Draft.,
Brett Favre,6,2,222,Southern Miss,Hancock North Central,MS,Atlanta Falcons,Draft: Atlanta Falcons in the 2nd round (33rd overall) of the 1991 NFL Draft.,
Allen Robinson,6,2,220,Penn St.,St. Mary's Prep,MI,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 2nd round (61st overall) of the 2014 NFL Draft.,
Robert Smith,,,,,,,,,
Elvis Joseph,6,1,216,Louisiana,John Ehret,LA,,,
Travis Fulgham,6,2,215,Old Dominion,Broad Run,VA,Detroit Lions,Draft: Detroit Lions in the 6th round (184th overall) of the 2019 NFL Draft.,
Rock Cartwright,5,8,215,Kansas St.,Conroe,TX,Washington Redskins,Draft: Washington Redskins in the 7th round (257th overall) of the 2002 NFL Draft.,
Derrick Ward,5,11,240,Fresno St.,Valley View,CA,New York Jets,Draft: New York Jets in the 7th round (235th overall) of the 2004 NFL Draft.,
Gus Edwards,6,1,238,Miami (FL),Tottenville,NY,,"Twitter:
@GodsGiftGus13
  

Â Â·


  Instagram:
godsgiftgus13",
Giovani Bernard,5,9,205,North Carolina,St. Thomas Aquinas,FL,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (37th overall) of the 2013 NFL Draft.,
Le'Veon Bell,6,1,225,Michigan St.,Groveport Madison,OH,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 2nd round (48th overall) of the 2013 NFL Draft.,
Terrell Fletcher,5,8,196,Wisconsin,Hazelwood East,MO,San Diego Chargers,Draft: San Diego Chargers in the 2nd round (51st overall) of the 1995 NFL Draft.,
Cade Otton,6,5,247,Washington,Tumwater,WA,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 4th round (106th overall) of the 2022 NFL Draft.,
Orleans Darkwa,6,0,210,Tulane,The Ensworth School,TN,,Pronunciation: \DARK-wah\,
Chansi Stuckey,5,10,182,Clemson,Northside,GA,New York Jets,Draft: New York Jets in the 7th round (235th overall) of the 2007 NFL Draft.,
Alex Erickson,6,0,195,Wisconsin,Darlington,WI,,,
Cameron Brate,6,5,245,Harvard,Naperville Central,IL,,,
C.J. Anderson,5,8,225,Laney,Bethel,CA,,,
Nick Foles,6,6,262,Arizona,Westlake,TX,Philadelphia Eagles,Draft: Philadelphia Eagles in the 3rd round (88th overall) of the 2012 NFL Draft.,
Laveranues Coles,5,11,200,Florida St.,Jean Ribault,FL,New York Jets,Draft: New York Jets in the 3rd round (78th overall) of the 2000 NFL Draft.,
Danario Alexander,6,5,221,Missouri,Marlin,TX,,"Twitter:
@D_Alexander84
",
Jerry Rice,6,2,200,Miss. Valley St.,B.L. Moor,MS,San Francisco 49ers,Draft: San Francisco 49ers in the 1st round (16th overall) of the 1985 NFL Draft.,10/13/1962
Doug Flutie,5,10,180,Boston Col.,Natick,MA,Los Angeles Rams,Draft: Los Angeles Rams in the 11th round (285th overall) of the 1985 NFL Draft.,
Auden Tate,6,5,228,Florida St.,Wharton,FL,Cincinnati Bengals,Draft: Cincinnati Bengals in the 7th round (253rd overall) of the 2018 NFL Draft.,
J.J. Nelson,5,10,160,Ala-Birmingham,Midfield,AL,Arizona Cardinals,Draft: Arizona Cardinals in the 5th round (159th overall) of the 2015 NFL Draft.,
Carl Pickens,6,2,206,Tennessee,Murphy,NC,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (31st overall) of the 1992 NFL Draft.,
